BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_air_IST_Lisbon.txt
--------------------------------------------------
O2                                                              
cross_section_air_IST_Lisbon.txt
 
 
 
 Transport coefficients
A1     Mean energy (eV)                                                
A2     Mobility *N (1/m/V/s)                                           
A6     Diffusion coefficient *N (1/m/s)                                
A11    Energy mobility *N (1/m/V/s)                                    
A12    Energy diffusion coef. D*N (1/m/s)                              
A13    Total collision freq. /N (m3/s)                                 
A14    Momentum frequency /N (m3/s)                                    
A16    Total ionization freq. /N (m3/s)                                
A17    Total attachment freq. /N (m3/s)                                
A18    Townsend ioniz. coef. alpha/N (m2)                              
A19    Townsend attach. coef. eta/N (m2)                               
A20    Power /N (eV m3/s)                                              
A21    Elastic power loss /N (eV m3/s)                                 
A22    Inelastic power loss /N (eV m3/s)                               
A23    Growth power /N (eV m3/s)                                       
A27    Maximum energy                                                  
A28    # of iterations                                                 
A29    # of grid trials                                                
          R#    E/N (Td)      A1          A2          A6         A11         A12         A13         A14         A16         A17         A18         A19         A20         A21         A22         A23         A27         A28         A29    
         310   8.471      0.8937      0.5741E-13  0.3761E-15  0.6008E-16  0.9456E-17  0.2915E-18  0.6567E-19  0.6938E-21  0.4807E-22  0.5859E-25  0.1484E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3657E-13  0.3478E-15  0.1272E-15  0.3161E-16  0.8632E-17  0.1271E-16  0.2782E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         311   8.530      0.8953      0.5751E-13  0.3801E-15  0.6127E-16  0.9746E-17  0.3063E-18  0.6976E-19  0.7568E-21  0.5302E-22  0.6761E-25  0.1722E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3662E-13  0.3472E-15  0.1272E-15  0.3164E-16  0.8655E-17  0.1279E-16  0.2822E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         312   8.589      0.8970      0.5760E-13  0.3842E-15  0.6249E-16  0.1004E-16  0.3223E-18  0.7430E-19  0.8310E-21  0.5897E-22  0.8574E-25  0.2895E-26  0.1024E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3667E-13  0.3466E-15  0.1272E-15  0.3168E-16  0.8678E-17  0.1287E-16  0.2862E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         313   8.648      0.8986      0.5769E-13  0.3883E-15  0.6372E-16  0.1035E-16  0.3385E-18  0.7887E-19  0.9057E-21  0.6497E-22  0.9894E-25  0.3372E-26  0.1237E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3673E-13  0.3460E-15  0.1271E-15  0.3172E-16  0.8701E-17  0.1295E-16  0.2902E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         314   8.708      0.9002      0.5778E-13  0.3925E-15  0.6497E-16  0.1066E-16  0.3554E-18  0.8369E-19  0.9867E-21  0.7154E-22  0.1141E-24  0.3925E-26  0.1493E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3678E-13  0.3454E-15  0.1271E-15  0.3176E-16  0.8723E-17  0.1303E-16  0.2942E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         315   8.769      0.9018      0.5787E-13  0.3966E-15  0.6623E-16  0.1098E-16  0.3730E-18  0.8877E-19  0.1074E-20  0.7874E-22  0.1315E-24  0.4564E-26  0.1800E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3683E-13  0.3448E-15  0.1271E-15  0.3179E-16  0.8744E-17  0.1311E-16  0.2983E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         316   8.830      0.9034      0.5796E-13  0.4008E-15  0.6752E-16  0.1131E-16  0.3915E-18  0.9413E-19  0.1170E-20  0.8662E-22  0.1514E-24  0.5305E-26  0.2168E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3688E-13  0.3443E-15  0.1270E-15  0.3182E-16  0.8766E-17  0.1319E-16  0.3024E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         317   8.891      0.9050      0.5805E-13  0.4050E-15  0.6882E-16  0.1164E-16  0.4107E-18  0.9977E-19  0.1273E-20  0.9523E-22  0.1742E-24  0.6160E-26  0.2608E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3693E-13  0.3437E-15  0.1270E-15  0.3186E-16  0.8787E-17  0.1327E-16  0.3065E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         318   8.953      0.9066      0.5814E-13  0.4093E-15  0.7014E-16  0.1199E-16  0.4309E-18  0.1057E-18  0.1384E-20  0.1047E-21  0.2003E-24  0.7149E-26  0.3136E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3697E-13  0.3431E-15  0.1269E-15  0.3189E-16  0.8808E-17  0.1335E-16  0.3107E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         319   9.015      0.9080      0.5823E-13  0.4136E-15  0.7148E-16  0.1234E-16  0.4519E-18  0.1120E-18  0.1505E-20  0.1150E-21  0.2302E-24  0.8289E-26  0.3765E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3702E-13  0.3425E-15  0.1269E-15  0.3192E-16  0.8828E-17  0.1343E-16  0.3149E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         320   9.077      0.9096      0.5832E-13  0.4179E-15  0.7284E-16  0.1270E-16  0.4738E-18  0.1186E-18  0.1635E-20  0.1262E-21  0.2643E-24  0.9604E-26  0.4517E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3707E-13  0.3420E-15  0.1268E-15  0.3195E-16  0.8849E-17  0.1351E-16  0.3191E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         321   9.140      0.9111      0.5841E-13  0.4223E-15  0.7422E-16  0.1307E-16  0.4968E-18  0.1255E-18  0.1777E-20  0.1385E-21  0.3033E-24  0.1112E-25  0.5414E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3712E-13  0.3414E-15  0.1268E-15  0.3198E-16  0.8869E-17  0.1358E-16  0.3234E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         322   9.204      0.9126      0.5849E-13  0.4266E-15  0.7562E-16  0.1345E-16  0.5207E-18  0.1328E-18  0.1929E-20  0.1519E-21  0.3478E-24  0.1286E-25  0.6482E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3717E-13  0.3408E-15  0.1267E-15  0.3201E-16  0.8889E-17  0.1366E-16  0.3277E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         323   9.268      0.9141      0.5858E-13  0.4311E-15  0.7705E-16  0.1384E-16  0.5456E-18  0.1405E-18  0.2094E-20  0.1665E-21  0.3985E-24  0.1487E-25  0.7753E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3721E-13  0.3403E-15  0.1267E-15  0.3204E-16  0.8908E-17  0.1374E-16  0.3320E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         324   9.332      0.9156      0.5867E-13  0.4355E-15  0.7849E-16  0.1424E-16  0.5716E-18  0.1486E-18  0.2272E-20  0.1824E-21  0.4562E-24  0.1718E-25  0.9263E-28   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3726E-13  0.3397E-15  0.1266E-15  0.3207E-16  0.8927E-17  0.1382E-16  0.3364E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         325   9.397      0.9171      0.5875E-13  0.4400E-15  0.7994E-16  0.1465E-16  0.5987E-18  0.1571E-18  0.2464E-20  0.1998E-21  0.5219E-24  0.1983E-25  0.1106E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3730E-13  0.3391E-15  0.1266E-15  0.3209E-16  0.8946E-17  0.1390E-16  0.3408E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         326   9.462      0.9186      0.5884E-13  0.4445E-15  0.8143E-16  0.1506E-16  0.6271E-18  0.1660E-18  0.2672E-20  0.2187E-21  0.5968E-24  0.2287E-25  0.1318E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3735E-13  0.3386E-15  0.1265E-15  0.3212E-16  0.8965E-17  0.1398E-16  0.3452E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         327   9.528      0.9201      0.5893E-13  0.4490E-15  0.8293E-16  0.1549E-16  0.6566E-18  0.1754E-18  0.2896E-20  0.2393E-21  0.6818E-24  0.2635E-25  0.1570E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3740E-13  0.3380E-15  0.1265E-15  0.3215E-16  0.8984E-17  0.1405E-16  0.3496E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         328   9.594      0.9215      0.5901E-13  0.4536E-15  0.8445E-16  0.1593E-16  0.6873E-18  0.1853E-18  0.3137E-20  0.2617E-21  0.7783E-24  0.3035E-25  0.1869E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3744E-13  0.3375E-15  0.1264E-15  0.3217E-16  0.9002E-17  0.1413E-16  0.3541E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         329   9.660      0.9230      0.5910E-13  0.4582E-15  0.8600E-16  0.1637E-16  0.7194E-18  0.1956E-18  0.3397E-20  0.2860E-21  0.8879E-24  0.3492E-25  0.2221E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3748E-13  0.3369E-15  0.1263E-15  0.3220E-16  0.9020E-17  0.1421E-16  0.3586E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         330   9.727      0.9244      0.5918E-13  0.4629E-15  0.8756E-16  0.1683E-16  0.7527E-18  0.2065E-18  0.3677E-20  0.3125E-21  0.1012E-23  0.4014E-25  0.2638E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3753E-13  0.3364E-15  0.1263E-15  0.3222E-16  0.9037E-17  0.1428E-16  0.3632E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         331   9.795      0.9258      0.5927E-13  0.4676E-15  0.8915E-16  0.1730E-16  0.7875E-18  0.2179E-18  0.3979E-20  0.3413E-21  0.1153E-23  0.4612E-25  0.3129E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3757E-13  0.3359E-15  0.1262E-15  0.3224E-16  0.9055E-17  0.1436E-16  0.3678E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         332   9.863      0.9272      0.5935E-13  0.4723E-15  0.9076E-16  0.1778E-16  0.8237E-18  0.2299E-18  0.4303E-20  0.3725E-21  0.1312E-23  0.5295E-25  0.3709E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3761E-13  0.3353E-15  0.1262E-15  0.3227E-16  0.9072E-17  0.1444E-16  0.3724E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         333   9.931      0.9286      0.5944E-13  0.4770E-15  0.9240E-16  0.1827E-16  0.8614E-18  0.2424E-18  0.4653E-20  0.4064E-21  0.1493E-23  0.6073E-25  0.4391E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3766E-13  0.3348E-15  0.1261E-15  0.3229E-16  0.9089E-17  0.1452E-16  0.3770E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         334   10.00      0.9300      0.5952E-13  0.4818E-15  0.9405E-16  0.1877E-16  0.9006E-18  0.2555E-18  0.5029E-20  0.4432E-21  0.1697E-23  0.6961E-25  0.5193E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3770E-13  0.3343E-15  0.1260E-15  0.3231E-16  0.9106E-17  0.1459E-16  0.3817E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         335   10.07      0.9314      0.5960E-13  0.4866E-15  0.9573E-16  0.1928E-16  0.9415E-18  0.2693E-18  0.5433E-20  0.4831E-21  0.1927E-23  0.7973E-25  0.6136E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3774E-13  0.3337E-15  0.1260E-15  0.3233E-16  0.9123E-17  0.1467E-16  0.3864E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         336   10.14      0.9328      0.5969E-13  0.4915E-15  0.9742E-16  0.1980E-16  0.9839E-18  0.2837E-18  0.5867E-20  0.5263E-21  0.2187E-23  0.9125E-25  0.7242E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3778E-13  0.3332E-15  0.1259E-15  0.3235E-16  0.9139E-17  0.1474E-16  0.3911E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         337   10.21      0.9342      0.5977E-13  0.4964E-15  0.9915E-16  0.2034E-16  0.1028E-17  0.2989E-18  0.6334E-20  0.5732E-21  0.2481E-23  0.1044E-24  0.8540E-27   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3782E-13  0.3327E-15  0.1258E-15  0.3237E-16  0.9155E-17  0.1482E-16  0.3959E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         338   10.28      0.9355      0.5985E-13  0.5013E-15  0.1009E-15  0.2088E-16  0.1074E-17  0.3147E-18  0.6835E-20  0.6239E-21  0.2812E-23  0.1192E-24  0.1006E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3787E-13  0.3322E-15  0.1258E-15  0.3239E-16  0.9171E-17  0.1490E-16  0.4007E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         339   10.35      0.9369      0.5993E-13  0.5063E-15  0.1027E-15  0.2144E-16  0.1122E-17  0.3313E-18  0.7373E-20  0.6788E-21  0.3184E-23  0.1362E-24  0.1184E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3791E-13  0.3316E-15  0.1257E-15  0.3241E-16  0.9186E-17  0.1497E-16  0.4056E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         340   10.42      0.9382      0.6002E-13  0.5113E-15  0.1045E-15  0.2202E-16  0.1172E-17  0.3486E-18  0.7950E-20  0.7383E-21  0.3604E-23  0.1554E-24  0.1392E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3795E-13  0.3311E-15  0.1256E-15  0.3242E-16  0.9202E-17  0.1505E-16  0.4105E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         341   10.50      0.9395      0.6010E-13  0.5163E-15  0.1063E-15  0.2260E-16  0.1223E-17  0.3667E-18  0.8569E-20  0.8025E-21  0.4076E-23  0.1771E-24  0.1635E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3798E-13  0.3306E-15  0.1256E-15  0.3244E-16  0.9217E-17  0.1512E-16  0.4153E-18   0.000       0.000       0.000       0.000       0.000       0.000    
         342   10.57      0.9409      0.6018E-13  0.5214E-15  0.1081E-15  0.2320E-16  0.1277E-17  0.3857E-18  0.9233E-20  0.8720E-21  0.4606E-23  0.2018E-24  0.1918E-26   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000      0.3802E-13  0.3301E-15  0.1255E-15  0.3246E-16  0.9232E-17  0.1520E-16  0.4203E-18   0.000       0.000       0.000       0.000       0.000       0.000    
